post_id,platform,post_type,post_time,likes,comments,shares,post_day,sentiment_score
1549,Instagram,text,05/01/2023 10:38,1799,131,246,Sunday,neutral
1550,Facebook,text,06/07/2023 10:50,220,837,602,Sunday,neutral
1551,Facebook,video,01/13/2023 03:42,1945,784,769,Monday,positive
1552,Instagram,carousel,01/27/2023 02:25,1964,260,822,Saturday,neutral
1553,LinkedIn,video,01/06/2023 22:04,524,772,386,Friday,negative
1554,Instagram,video,06/07/2023 04:03,1037,626,456,Wednesday,negative
1555,Twitter,text,10/08/2023 20:01,4987,589,374,Tuesday,negative
1556,Twitter,poll,04/23/2023 05:33,3722,348,371,Friday,neutral
1557,Facebook,image,07/13/2023 01:47,862,814,370,Monday,positive
1558,Twitter,image,03/02/2023 05:16,500,434,538,Thursday,positive
1559,Facebook,video,07/05/2023 15:11,2596,187,977,Sunday,positive
1560,Instagram,text,03/19/2023 05:43,880,113,680,Monday,neutral
1561,LinkedIn,video,01/17/2023 01:52,939,934,516,Wednesday,neutral
1562,Twitter,image,12/14/2023 01:08,59,777,255,Thursday,negative
1563,Twitter,video,09/02/2023 02:02,3988,960,597,Saturday,positive
1564,Facebook,image,10/14/2023 08:01,3163,528,715,Monday,positive
1565,LinkedIn,poll,07/17/2023 20:29,240,951,795,Tuesday,neutral
1566,Facebook,image,07/30/2023 15:52,3775,377,383,Tuesday,neutral
1567,Instagram,image,01/24/2023 18:53,3637,584,787,Sunday,positive
1568,Instagram,text,03/14/2023 19:49,1976,464,759,Thursday,positive
1569,Facebook,video,03/16/2023 08:17,2616,863,795,Monday,positive
1570,LinkedIn,video,02/28/2023 12:20,2583,771,335,Wednesday,neutral
1571,Facebook,text,06/04/2023 23:08,4630,885,332,Saturday,neutral
1572,LinkedIn,text,10/19/2023 05:32,3174,831,593,Wednesday,negative
1573,Facebook,image,09/08/2023 09:40,3328,143,597,Tuesday,neutral
1574,LinkedIn,video,11/29/2023 02:26,1670,567,771,Monday,neutral
1575,LinkedIn,poll,03/19/2023 21:18,1670,716,446,Wednesday,neutral
1576,Facebook,carousel,02/10/2023 16:46,1787,745,758,Thursday,negative
1577,LinkedIn,video,08/23/2023 12:18,3542,953,534,Monday,positive
1578,Twitter,image,11/30/2023 13:53,4848,105,374,Thursday,positive
1579,Instagram,poll,10/01/2023 18:21,4566,757,235,Saturday,neutral
1580,Twitter,video,12/03/2023 16:03,2152,819,122,Monday,negative
1581,Facebook,text,07/31/2023 12:24,3275,10,53,Tuesday,neutral
1582,Instagram,image,08/24/2023 01:35,3804,275,402,Thursday,positive
1583,Instagram,image,06/17/2023 17:27,1033,106,223,Wednesday,positive
1584,Facebook,video,02/15/2023 03:10,1385,979,636,Monday,positive
1585,Instagram,poll,08/28/2023 11:31,4987,850,831,Thursday,neutral
1586,LinkedIn,carousel,08/11/2023 13:41,3889,290,171,Wednesday,positive
1587,Instagram,video,05/12/2023 01:08,2718,285,514,Sunday,neutral
1588,LinkedIn,poll,06/22/2023 03:21,3551,491,613,Monday,negative
1589,Twitter,poll,10/26/2023 00:19,2842,465,630,Monday,positive
1590,Facebook,text,10/09/2023 06:47,664,988,723,Thursday,negative
1591,LinkedIn,image,10/13/2023 02:43,2277,357,977,Tuesday,positive
1592,Twitter,image,09/25/2023 08:32,988,754,460,Friday,positive
1593,Twitter,poll,04/27/2023 07:16,336,572,244,Thursday,positive
1594,LinkedIn,image,12/20/2023 09:21,4828,839,367,Wednesday,negative
1595,Instagram,carousel,04/07/2023 02:34,3502,88,846,Thursday,neutral
1596,LinkedIn,text,07/23/2023 18:19,320,912,491,Tuesday,neutral
1597,Twitter,video,10/19/2023 04:16,4966,382,766,Friday,negative
1598,Twitter,carousel,12/13/2023 08:41,2909,605,534,Friday,neutral
1599,LinkedIn,video,11/20/2023 06:11,396,256,653,Saturday,positive
1600,Instagram,image,09/15/2023 03:57,1542,899,271,Saturday,negative
1601,Twitter,poll,04/16/2023 04:40,305,299,481,Friday,neutral
1602,Twitter,carousel,12/01/2023 02:58,1425,212,357,Tuesday,negative
1603,LinkedIn,text,06/26/2023 12:14,2188,248,436,Monday,negative
1604,LinkedIn,carousel,07/31/2023 00:44,1826,394,42,Thursday,positive
1605,Twitter,video,04/16/2023 09:21,501,308,21,Wednesday,positive
1606,Instagram,image,02/12/2023 20:00,4447,589,660,Saturday,positive
1607,Twitter,image,08/01/2023 07:29,70,965,112,Sunday,negative
1608,LinkedIn,video,05/04/2023 12:28,4687,223,201,Saturday,negative
1609,Instagram,poll,07/23/2023 16:45,4189,939,129,Monday,neutral
1610,Twitter,video,10/26/2023 10:11,3213,131,994,Saturday,neutral
1611,Instagram,image,05/27/2023 22:36,654,518,14,Monday,negative
1612,Facebook,carousel,10/25/2023 04:48,2584,783,150,Saturday,neutral
1613,Facebook,video,09/12/2023 12:09,2561,475,460,Friday,positive
1614,Twitter,poll,02/08/2023 08:11,4488,153,719,Thursday,negative
1615,Facebook,carousel,08/28/2023 22:52,664,811,28,Sunday,positive
1616,Facebook,text,05/09/2023 12:59,2335,10,98,Saturday,neutral
1617,Twitter,video,01/01/2023 00:54,3735,470,981,Wednesday,positive
1618,Twitter,image,05/03/2023 18:02,2609,611,818,Thursday,positive
1619,Twitter,text,06/05/2023 01:38,1996,43,524,Wednesday,neutral
1620,Instagram,image,07/03/2023 09:25,1696,310,742,Friday,positive
1621,LinkedIn,carousel,06/29/2023 20:41,2782,960,374,Thursday,positive
1622,Twitter,video,05/26/2023 15:50,2578,874,438,Wednesday,negative
1623,Facebook,text,12/17/2023 02:31,2754,359,236,Tuesday,neutral
1624,Facebook,image,08/24/2023 16:11,694,304,759,Sunday,positive
1625,LinkedIn,video,05/24/2023 09:08,3550,173,830,Sunday,positive
1626,Twitter,poll,11/21/2023 14:51,4349,496,298,Tuesday,negative
1627,Instagram,poll,10/16/2023 22:28,189,324,723,Saturday,positive
1628,Twitter,poll,11/01/2023 10:07,1503,916,631,Saturday,positive
1629,Twitter,text,09/19/2023 21:49,2395,884,193,Sunday,neutral
1630,Facebook,text,07/29/2023 16:28,1124,469,381,Tuesday,positive
1631,Facebook,text,02/17/2023 07:44,3135,341,434,Monday,neutral
1632,Instagram,poll,08/08/2023 11:36,1058,408,506,Monday,negative
1633,Twitter,text,09/24/2023 23:16,3167,221,462,Tuesday,positive
1634,LinkedIn,text,03/03/2023 11:41,2857,809,53,Saturday,positive
1635,Facebook,text,09/09/2023 01:56,2860,913,127,Wednesday,positive
1636,Instagram,text,11/22/2023 21:53,3916,117,177,Monday,neutral
1637,LinkedIn,text,03/23/2023 19:07,1669,200,622,Wednesday,negative
1638,Instagram,text,11/14/2023 15:17,1630,223,773,Friday,negative
1639,Twitter,carousel,12/01/2023 06:34,1858,924,176,Tuesday,neutral
1640,Facebook,carousel,10/21/2023 01:34,3578,474,99,Friday,positive
1641,LinkedIn,image,04/21/2023 23:55,4231,329,743,Monday,negative
1642,Instagram,text,02/26/2023 04:13,4470,678,977,Monday,negative
1643,Instagram,image,10/07/2023 05:56,3646,278,201,Wednesday,negative
1644,LinkedIn,text,01/25/2023 05:36,523,855,909,Thursday,positive
1645,Instagram,carousel,03/07/2023 02:36,171,876,608,Wednesday,positive
1646,Twitter,image,02/18/2023 02:56,1284,273,513,Friday,negative
1647,LinkedIn,poll,11/26/2023 11:05,1995,617,456,Saturday,negative
1648,LinkedIn,video,06/11/2023 22:19,4029,940,940,Tuesday,negative
1649,Facebook,video,06/09/2023 17:55,2184,746,47,Saturday,positive
1650,Twitter,image,08/06/2023 00:08,567,294,299,Tuesday,neutral
1651,Facebook,text,01/06/2023 00:33,2458,250,522,Monday,positive
1652,Facebook,video,11/20/2023 16:53,3680,980,459,Sunday,neutral
1653,LinkedIn,video,01/14/2023 17:48,4447,322,369,Saturday,positive
1654,Instagram,image,11/24/2023 13:07,69,180,987,Thursday,neutral
1655,LinkedIn,poll,03/29/2023 06:46,2123,81,570,Sunday,negative
1656,LinkedIn,poll,02/01/2023 15:57,4285,996,380,Tuesday,neutral
1657,LinkedIn,carousel,12/15/2023 06:55,2702,912,616,Friday,negative
1658,Instagram,text,11/25/2023 18:34,1707,115,842,Thursday,positive
1659,LinkedIn,image,03/20/2023 06:47,3887,568,910,Sunday,negative
1660,Facebook,poll,01/19/2023 16:27,4492,392,674,Sunday,negative
1661,Instagram,carousel,09/17/2023 16:18,160,566,426,Wednesday,neutral
1662,Facebook,image,05/27/2023 20:33,2341,191,482,Monday,negative
1663,Twitter,video,04/17/2023 21:36,2459,485,251,Monday,neutral
1664,LinkedIn,video,10/03/2023 10:01,1011,199,641,Saturday,negative
1665,Facebook,carousel,12/26/2023 14:00,2353,879,811,Thursday,neutral
1666,Facebook,video,07/12/2023 01:47,3261,699,774,Thursday,neutral
1667,Instagram,poll,07/26/2023 11:26,3800,556,115,Friday,positive
1668,Twitter,video,09/01/2023 04:39,3810,214,823,Sunday,neutral
1669,LinkedIn,poll,12/10/2023 09:45,3132,76,115,Friday,positive
1670,Instagram,image,06/20/2023 15:38,2540,900,203,Saturday,positive
1671,LinkedIn,image,04/09/2023 02:17,3420,51,519,Friday,neutral
1672,Instagram,carousel,01/28/2023 20:13,255,614,861,Thursday,positive
1673,Instagram,image,06/20/2023 23:22,2463,733,285,Saturday,negative
1674,Twitter,carousel,09/30/2023 04:38,4800,773,838,Thursday,negative
1675,LinkedIn,carousel,08/17/2023 00:23,2168,317,999,Friday,neutral
1676,LinkedIn,poll,10/04/2023 17:38,4999,356,281,Sunday,negative
1677,LinkedIn,image,08/13/2023 15:38,1158,392,676,Sunday,negative
1678,Twitter,text,11/22/2023 12:13,2619,544,168,Monday,neutral
1679,LinkedIn,image,01/05/2023 15:36,4071,326,237,Monday,neutral
1680,LinkedIn,poll,03/10/2023 02:29,1899,11,56,Tuesday,negative
1681,Facebook,text,12/03/2023 16:02,3704,141,206,Thursday,positive
1682,Facebook,carousel,04/11/2023 21:33,808,697,251,Monday,neutral
1683,Instagram,image,10/25/2023 08:32,4631,269,152,Thursday,positive
1684,Twitter,text,11/08/2023 09:50,3552,634,121,Wednesday,neutral
1685,Instagram,image,12/02/2023 09:46,4925,472,697,Wednesday,positive
1686,Instagram,poll,11/11/2023 19:28,4832,334,484,Sunday,neutral
1687,Instagram,image,09/18/2023 08:34,3872,682,376,Monday,neutral
1688,Facebook,carousel,04/23/2023 00:07,2265,152,6,Thursday,positive
1689,Instagram,image,09/21/2023 04:38,3793,872,883,Thursday,positive
1690,LinkedIn,image,12/27/2023 14:51,901,84,318,Wednesday,neutral
1691,Facebook,image,11/09/2023 22:07,2899,560,755,Friday,positive
1692,Instagram,text,01/23/2023 04:30,193,617,247,Thursday,positive
1693,LinkedIn,text,10/14/2023 18:49,3321,97,320,Thursday,neutral
1694,Facebook,carousel,11/15/2023 07:37,4404,866,152,Wednesday,positive
1695,Instagram,text,04/03/2023 21:30,2978,141,892,Monday,positive
1696,Facebook,video,08/17/2023 06:43,3075,473,991,Monday,positive
1697,Instagram,poll,02/14/2023 11:16,3398,878,435,Monday,neutral
1698,LinkedIn,poll,10/05/2023 08:05,2327,816,172,Monday,neutral
1699,Twitter,video,03/16/2023 07:02,275,790,578,Tuesday,negative
1700,Instagram,text,04/20/2023 03:49,3226,255,581,Sunday,positive
1701,Instagram,video,12/16/2023 16:19,2108,121,13,Friday,negative
1702,Facebook,carousel,11/24/2023 05:47,367,292,468,Wednesday,positive
1703,Facebook,text,05/22/2023 13:00,2201,760,597,Wednesday,positive
1704,Facebook,poll,05/02/2023 02:49,4434,375,304,Wednesday,negative
1705,Twitter,video,06/10/2023 03:35,3638,568,429,Saturday,positive
1706,Facebook,video,07/27/2023 20:34,676,672,427,Thursday,neutral
1707,Instagram,poll,01/31/2023 12:49,4037,286,649,Wednesday,negative
1708,Instagram,carousel,05/03/2023 00:20,1011,729,583,Saturday,negative
1709,Facebook,text,08/13/2023 05:54,2691,270,936,Wednesday,negative
1710,Twitter,image,06/12/2023 21:02,4411,652,70,Sunday,negative
1711,Twitter,poll,01/13/2023 09:11,3558,399,113,Saturday,neutral
1712,Twitter,video,10/12/2023 07:33,4147,195,597,Sunday,positive
1713,Facebook,text,12/01/2023 16:15,1282,229,676,Thursday,neutral
1714,LinkedIn,video,02/08/2023 05:05,1424,958,276,Friday,negative
1715,Facebook,text,04/14/2023 04:39,1488,757,865,Saturday,positive
1716,Twitter,video,04/17/2023 00:11,1399,437,614,Monday,neutral
1717,LinkedIn,carousel,08/02/2023 14:21,2344,889,32,Monday,neutral
1718,Instagram,poll,01/19/2023 09:12,3383,966,75,Thursday,neutral
1719,LinkedIn,text,12/10/2023 18:30,3835,542,639,Monday,negative
1720,Twitter,carousel,02/12/2023 14:28,4922,137,444,Friday,neutral
1721,Twitter,image,01/12/2023 04:48,4384,28,87,Friday,neutral
1722,Twitter,video,07/30/2023 23:03,3427,760,594,Thursday,positive
1723,Instagram,text,12/21/2023 03:14,3359,856,65,Wednesday,neutral
1724,Twitter,carousel,11/07/2023 06:36,4451,40,48,Sunday,negative
1725,LinkedIn,video,06/18/2023 16:14,3325,365,401,Friday,neutral
1726,Facebook,video,01/30/2023 10:32,2901,959,434,Wednesday,neutral
1727,Twitter,carousel,01/17/2023 09:39,4212,540,595,Tuesday,negative
1728,Twitter,carousel,01/08/2023 06:23,4115,67,246,Thursday,negative
1729,Facebook,carousel,05/26/2023 12:31,2891,797,521,Saturday,negative
1730,Twitter,text,10/27/2023 18:59,3924,627,274,Thursday,neutral
1731,Facebook,text,10/17/2023 20:47,2112,462,790,Monday,negative
1732,Twitter,text,01/13/2023 14:51,936,209,352,Monday,neutral
1733,Instagram,text,08/10/2023 16:03,1176,753,951,Saturday,neutral
1734,Instagram,video,04/05/2023 20:24,1040,390,553,Friday,neutral
1735,Facebook,text,09/19/2023 01:14,3882,200,696,Saturday,neutral
1736,LinkedIn,video,05/21/2023 23:56,4379,321,876,Saturday,negative
1737,LinkedIn,video,06/02/2023 19:17,1944,555,248,Friday,negative
1738,Twitter,carousel,11/25/2023 19:11,3695,792,316,Wednesday,positive
1739,Instagram,video,04/05/2023 17:11,4124,748,89,Sunday,positive
1740,LinkedIn,image,08/25/2023 13:29,4438,768,817,Friday,negative
1741,Facebook,poll,03/06/2023 20:05,241,726,433,Thursday,negative
1742,Instagram,carousel,03/12/2023 09:44,3463,318,749,Tuesday,positive
1743,Twitter,text,10/02/2023 10:22,4995,554,282,Tuesday,negative
1744,Instagram,image,03/04/2023 13:23,2648,262,674,Saturday,positive
1745,Facebook,image,03/10/2023 12:10,2847,32,891,Tuesday,positive
1746,Instagram,image,03/07/2023 11:05,618,663,816,Sunday,neutral
1747,LinkedIn,poll,09/23/2023 11:02,4519,650,81,Tuesday,neutral
1748,Instagram,text,07/08/2023 03:23,3844,763,611,Sunday,positive
1749,LinkedIn,video,09/21/2023 19:03,2758,386,34,Sunday,positive
1750,Twitter,poll,04/26/2023 14:47,4463,418,675,Wednesday,neutral
1751,Facebook,carousel,08/02/2023 08:00,3494,750,888,Thursday,positive
1752,Instagram,video,07/30/2023 12:54,2498,336,118,Monday,positive
1753,Twitter,carousel,09/07/2023 01:45,204,51,890,Monday,negative
1754,Facebook,text,05/18/2023 10:08,2222,526,333,Monday,neutral
1755,Instagram,carousel,01/29/2023 23:47,2083,859,18,Tuesday,positive
1756,LinkedIn,text,10/19/2023 12:29,1091,231,310,Monday,negative
1757,LinkedIn,image,03/22/2023 15:14,2541,98,131,Tuesday,neutral
1758,Twitter,video,02/18/2023 00:04,4641,759,79,Tuesday,negative
1759,Twitter,text,11/09/2023 11:43,4635,194,783,Monday,negative
1760,LinkedIn,carousel,10/22/2023 20:14,3180,895,384,Tuesday,negative
1761,Twitter,text,08/23/2023 14:29,1714,361,982,Tuesday,neutral
1762,Facebook,text,03/07/2023 21:11,3338,756,198,Wednesday,negative
1763,Facebook,video,04/21/2023 05:37,2566,280,103,Tuesday,negative
1764,Twitter,text,07/30/2023 16:23,3532,311,964,Tuesday,negative
1765,Instagram,carousel,08/13/2023 12:19,1852,920,433,Friday,negative
1766,LinkedIn,carousel,07/23/2023 01:18,159,491,522,Friday,neutral
1767,LinkedIn,image,03/16/2023 06:08,76,828,858,Monday,positive
1768,LinkedIn,video,03/25/2023 13:47,2119,769,497,Sunday,neutral
1769,Facebook,text,08/20/2023 12:39,2001,381,740,Monday,neutral
1770,Facebook,carousel,05/20/2023 10:30,738,709,735,Saturday,positive
1771,Twitter,image,06/04/2023 15:25,1584,952,405,Sunday,neutral
1772,LinkedIn,text,06/26/2023 03:32,4264,658,575,Monday,positive
1773,Twitter,poll,06/24/2023 21:41,3066,726,925,Thursday,negative
1774,Facebook,carousel,12/01/2023 22:38,3915,110,522,Wednesday,neutral
1775,Facebook,text,01/04/2023 14:31,753,216,348,Tuesday,positive
1776,LinkedIn,carousel,04/30/2023 06:27,1144,587,689,Monday,negative
1777,LinkedIn,text,09/28/2023 00:49,3560,634,247,Friday,negative
1778,Instagram,poll,03/13/2023 01:38,3706,857,450,Tuesday,positive
1779,Twitter,carousel,08/20/2023 12:30,2159,559,87,Tuesday,positive
1780,Facebook,video,05/26/2023 16:10,1601,572,405,Wednesday,neutral
1781,Instagram,carousel,04/02/2023 07:13,1609,557,506,Tuesday,neutral
1782,LinkedIn,video,04/02/2023 03:53,3313,31,129,Thursday,neutral
1783,Instagram,text,03/30/2023 06:09,3193,590,423,Sunday,positive
1784,LinkedIn,text,04/17/2023 22:43,4729,679,807,Wednesday,neutral
1785,Facebook,poll,12/12/2023 20:38,680,784,467,Friday,neutral
1786,Facebook,image,06/21/2023 23:18,4001,364,721,Saturday,neutral
1787,Facebook,poll,06/01/2023 20:50,1434,345,348,Tuesday,positive
1788,Twitter,video,02/08/2023 21:57,1334,122,613,Wednesday,positive
1789,Facebook,poll,02/23/2023 07:07,226,619,389,Tuesday,neutral
1790,Twitter,image,05/07/2023 08:45,4909,372,81,Friday,neutral
1791,LinkedIn,image,07/26/2023 12:21,2277,367,213,Thursday,negative
1792,Twitter,video,10/21/2023 01:15,2206,984,756,Wednesday,neutral
1793,Facebook,text,07/11/2023 02:16,974,288,245,Saturday,neutral
1794,LinkedIn,video,03/02/2023 10:26,1257,51,301,Wednesday,neutral
1795,Instagram,carousel,06/17/2023 09:47,3280,484,502,Saturday,neutral
1796,Facebook,video,05/19/2023 13:25,53,577,338,Sunday,positive
1797,Facebook,image,12/26/2023 15:36,1256,423,871,Sunday,positive
1798,Facebook,image,01/21/2023 23:00,3943,456,700,Saturday,neutral
1799,LinkedIn,carousel,10/01/2023 03:42,4661,245,342,Friday,neutral
1800,Twitter,carousel,11/13/2023 23:58,1117,193,157,Wednesday,neutral
1801,Twitter,poll,04/01/2023 19:48,2135,553,724,Tuesday,positive
1802,Instagram,carousel,03/05/2023 05:29,1477,12,141,Sunday,negative
1803,LinkedIn,text,05/18/2023 06:22,3703,350,616,Thursday,neutral
1804,LinkedIn,carousel,11/28/2023 08:53,2584,147,338,Thursday,neutral
1805,Instagram,carousel,10/06/2023 18:45,1174,438,188,Wednesday,neutral
1806,LinkedIn,carousel,04/13/2023 20:12,1759,746,230,Tuesday,negative
1807,LinkedIn,poll,05/07/2023 23:21,270,370,210,Saturday,positive
1808,Facebook,text,07/06/2023 10:26,1068,815,830,Friday,positive
1809,LinkedIn,carousel,08/14/2023 01:16,2753,95,864,Thursday,neutral
1810,Instagram,poll,01/29/2023 03:23,728,850,461,Wednesday,neutral
1811,Instagram,poll,11/11/2023 09:37,3763,391,291,Saturday,positive
1812,Instagram,text,09/18/2023 06:50,1513,730,830,Thursday,negative
1813,Facebook,text,01/03/2023 23:30,601,405,350,Friday,positive
1814,LinkedIn,carousel,08/16/2023 08:04,4576,808,49,Tuesday,positive
1815,Twitter,poll,10/25/2023 01:33,4014,483,635,Tuesday,negative
1816,Instagram,image,05/12/2023 22:17,3903,294,907,Tuesday,negative
1817,Facebook,text,03/25/2023 18:43,1192,160,844,Saturday,negative
1818,LinkedIn,video,04/11/2023 02:50,344,230,987,Thursday,negative
1819,Twitter,video,03/05/2023 12:06,2954,384,461,Sunday,neutral
1820,LinkedIn,carousel,03/16/2023 05:31,3424,334,699,Tuesday,negative
1821,LinkedIn,text,04/06/2023 23:40,1574,267,315,Sunday,positive
1822,LinkedIn,poll,11/25/2023 08:29,3276,651,120,Wednesday,positive
1823,Twitter,image,06/03/2023 23:12,691,891,266,Saturday,negative
1824,LinkedIn,video,12/18/2023 14:09,3622,384,925,Wednesday,neutral
1825,LinkedIn,poll,03/03/2023 08:31,2808,285,711,Thursday,negative
1826,Twitter,poll,08/30/2023 15:59,2666,37,678,Saturday,negative
1827,LinkedIn,text,07/04/2023 06:02,1495,14,215,Sunday,positive
1828,Facebook,image,10/03/2023 19:54,871,444,614,Sunday,positive
1829,Facebook,poll,09/25/2023 22:47,1054,842,888,Tuesday,neutral
1830,Twitter,video,06/19/2023 11:11,2093,760,552,Saturday,neutral
1831,LinkedIn,carousel,09/14/2023 05:09,4041,940,418,Thursday,neutral
1832,Twitter,image,07/05/2023 16:57,3104,559,265,Monday,positive
1833,Twitter,carousel,08/28/2023 01:43,3825,539,300,Friday,negative
1834,Facebook,carousel,12/01/2023 01:45,1536,281,993,Saturday,neutral
1835,LinkedIn,poll,02/08/2023 01:11,2909,990,806,Thursday,positive
1836,Facebook,image,12/02/2023 06:54,3378,94,627,Thursday,neutral
1837,LinkedIn,text,02/24/2023 06:27,4654,118,363,Saturday,neutral
1838,Facebook,image,05/23/2023 10:57,579,386,90,Sunday,negative
1839,Twitter,image,09/29/2023 19:11,1067,108,441,Monday,negative
1840,Instagram,image,11/29/2023 21:45,3257,299,597,Wednesday,neutral
1841,Facebook,video,01/07/2023 15:57,2717,231,696,Tuesday,negative
1842,Facebook,carousel,05/19/2023 22:03,1456,260,675,Wednesday,negative
1843,Instagram,image,07/13/2023 18:51,4733,361,928,Tuesday,neutral
1844,Facebook,video,06/18/2023 16:06,126,448,432,Monday,positive
1845,LinkedIn,video,03/07/2023 21:24,1701,305,592,Friday,negative
1846,Twitter,image,05/31/2023 09:15,3454,975,701,Thursday,neutral
1847,Facebook,text,05/26/2023 00:22,173,167,475,Thursday,neutral
1848,LinkedIn,image,11/13/2023 02:02,1964,68,835,Monday,negative
1849,Twitter,image,03/12/2023 10:17,2399,707,619,Thursday,positive
1850,Facebook,text,10/06/2023 17:17,4220,178,882,Sunday,negative
1851,Instagram,image,07/04/2023 10:56,802,25,78,Saturday,positive
1852,Facebook,image,06/02/2023 18:23,2350,849,262,Thursday,negative
1853,Facebook,text,09/07/2023 07:03,3077,598,672,Friday,neutral
1854,Twitter,poll,02/06/2023 05:07,2379,448,902,Wednesday,negative
1855,Twitter,carousel,09/02/2023 20:34,1564,792,29,Friday,negative
1856,Facebook,carousel,09/22/2023 03:00,3790,831,740,Sunday,neutral
1857,Instagram,image,03/23/2023 16:17,3310,806,107,Tuesday,negative
1858,LinkedIn,poll,07/13/2023 10:30,4512,639,180,Monday,neutral
1859,Instagram,text,03/14/2023 00:58,3880,620,498,Friday,neutral
1860,LinkedIn,image,10/14/2023 12:34,4971,488,769,Tuesday,negative
1861,Facebook,video,11/12/2023 16:01,280,716,429,Tuesday,neutral
1862,Twitter,image,02/08/2023 01:58,4086,780,435,Saturday,positive
1863,Facebook,text,09/18/2023 15:48,1239,439,212,Sunday,negative
1864,Instagram,carousel,04/27/2023 08:51,1136,126,80,Friday,neutral
1865,LinkedIn,image,03/29/2023 10:54,4077,184,516,Friday,positive
1866,LinkedIn,poll,03/24/2023 01:00,890,215,286,Tuesday,neutral
1867,Twitter,text,04/08/2023 17:29,4707,564,816,Monday,negative
1868,Twitter,image,10/19/2023 20:32,4040,738,748,Wednesday,neutral
1869,Twitter,video,02/28/2023 12:50,1748,687,383,Sunday,negative
1870,Twitter,text,06/06/2023 09:27,364,360,497,Friday,positive
1871,LinkedIn,carousel,08/01/2023 06:02,649,435,447,Monday,neutral
1872,Instagram,image,05/18/2023 21:32,1820,815,394,Tuesday,positive
1873,LinkedIn,text,12/10/2023 00:38,4690,189,733,Sunday,positive
1874,LinkedIn,carousel,11/20/2023 11:27,913,604,148,Tuesday,positive
1875,Instagram,image,03/23/2023 18:11,875,70,874,Wednesday,negative
1876,LinkedIn,poll,10/25/2023 16:23,2719,796,295,Tuesday,positive
1877,Facebook,video,07/12/2023 14:59,4399,732,261,Thursday,negative
1878,Facebook,image,04/03/2023 17:45,4180,719,682,Wednesday,negative
1879,Instagram,video,07/12/2023 17:50,4628,857,995,Monday,negative
1880,LinkedIn,text,08/20/2023 15:15,1424,907,855,Saturday,positive
1881,LinkedIn,image,10/24/2023 17:14,3413,706,488,Sunday,neutral
1882,Twitter,carousel,05/11/2023 21:58,4470,433,482,Saturday,negative
1883,LinkedIn,poll,10/31/2023 11:08,4312,311,329,Monday,neutral
1884,Facebook,text,07/24/2023 18:16,2724,457,376,Tuesday,negative
1885,Instagram,carousel,09/28/2023 16:27,3305,507,544,Wednesday,neutral
1886,LinkedIn,carousel,01/18/2023 09:03,2659,84,850,Friday,neutral
1887,Twitter,image,07/21/2023 23:53,3480,792,489,Sunday,negative
1888,Facebook,poll,09/08/2023 21:32,737,890,654,Friday,positive
1889,Facebook,image,02/05/2023 02:35,88,85,917,Sunday,positive
1890,LinkedIn,video,04/08/2023 09:51,2266,21,262,Friday,positive
1891,Twitter,poll,08/18/2023 22:59,4844,45,733,Saturday,positive
1892,LinkedIn,image,08/26/2023 10:36,545,740,127,Tuesday,positive
1893,Twitter,video,10/28/2023 23:00,2554,433,62,Monday,neutral
1894,Twitter,poll,03/22/2023 18:54,4996,792,401,Tuesday,positive
1895,Instagram,video,10/16/2023 12:15,3949,226,115,Wednesday,neutral
1896,Twitter,poll,01/11/2023 12:25,3933,436,96,Saturday,neutral
1897,Instagram,carousel,01/04/2023 21:39,370,97,23,Thursday,neutral
1898,Facebook,text,01/02/2023 08:28,4087,658,281,Sunday,neutral
1899,LinkedIn,carousel,06/11/2023 04:36,1894,365,615,Wednesday,positive
1900,LinkedIn,poll,07/03/2023 07:23,2273,767,965,Wednesday,negative
1901,Instagram,carousel,09/06/2023 04:18,4410,386,470,Tuesday,negative
1902,Twitter,video,01/25/2023 19:45,4517,538,874,Sunday,negative
1903,Instagram,poll,11/23/2023 08:17,3117,648,335,Thursday,negative
1904,Instagram,poll,01/17/2023 02:46,3879,180,928,Wednesday,negative
1905,Instagram,video,09/28/2023 04:04,4991,223,716,Saturday,positive
1906,LinkedIn,poll,03/28/2023 14:03,2331,744,494,Tuesday,neutral
1907,Twitter,carousel,02/03/2023 01:52,4977,249,150,Saturday,neutral
1908,Facebook,carousel,12/30/2023 15:26,3559,51,154,Tuesday,positive
1909,LinkedIn,image,10/08/2023 19:06,4040,867,392,Saturday,positive
1910,Instagram,text,02/15/2023 16:19,4674,475,450,Friday,negative
1911,LinkedIn,poll,05/02/2023 21:00,1009,579,469,Monday,negative
1912,Facebook,image,07/22/2023 21:08,2588,663,499,Saturday,negative
1913,Facebook,text,10/15/2023 22:36,246,384,798,Friday,neutral
1914,Facebook,carousel,06/04/2023 22:30,2179,364,81,Friday,neutral
1915,LinkedIn,poll,10/05/2023 04:34,66,219,516,Saturday,positive
1916,Facebook,video,03/17/2023 23:52,2060,406,777,Thursday,positive
1917,Facebook,poll,05/23/2023 18:11,4208,908,313,Wednesday,negative
1918,LinkedIn,video,05/29/2023 07:13,1090,358,865,Tuesday,negative
1919,Twitter,text,09/06/2023 13:36,4526,34,772,Friday,positive
1920,LinkedIn,text,10/10/2023 21:23,1671,501,474,Wednesday,neutral
1921,Twitter,carousel,12/07/2023 03:50,4644,996,702,Saturday,positive
1922,Instagram,text,03/04/2023 17:06,3770,266,912,Friday,positive
